query,paragraph,label
Does the event i was in my car ends before i get stopped by a train ?, I was on my way to work. I got stopped by a train. I waited for a while. The train finally passed. I got to work late.	,no
Does the event glenn went to a pet store ends after the cats seem to love ?," Glenn bought his cats a feather toy. The cats seemed to love when Glenn played with them with the toy. ""Eventually, though, they stole it and hid under the bed with it."" ""When Glenn finally retrieved the toy, the cats had torn it apart."" He had to get them a new one the next day.	",no
Does the event graham stepped onto the toy box ends after he try using a toy box to do it ?, Graham was playing among his toys. He wanted to climb and tried using a toy box to do it. Suddenly the toy box snapped and broke. Graham was so sad because it was one of his favorite toys. He promised to be more careful with his toys from then on.	,yes
Does the event heidi had to spend a lot of money on tickets ends before she start to get speeding tickets ?, Heidi bought a brand new car. The new car was a convertible and very fast. Heidi started to drive her new car very fast. She started to get speeding tickets and decided to slow down. Heidi regretted buying a sports car.	,no
Does the event the teller puts money in tami's bag. start before she decide to rob a bank ?, Tami needs money. She decides to rob a bank. She goes to her bank. Tami tells the teller to fill her bag with money. Tami runs out of the bank.	,no
Does the event i was happy i dropped the class ends before i register for an english class ?," I registered for an English class in college. ""When I went to buy books, the book for this class was an encyclopedia."" I paged through it and the encyclopedia was poorly-written. I got a very bad feeling and dropped the class. I later learned this this course was a disaster.	",no
Does the event lea told tara that her class was having a party. ends after tara learned that lea's class was having a party. ?," Tara's daughter Lea informed her that she needed candy. She learned that Lea's class was having a party. Tara made plans on going to the store for some. She wrote it down on a list so they wouldn't forget. ""Later that afternoon, they were able to pick some up.""	",no
Does the event mary sulks. start after losing four times in a row ?, Mary always bragged about how good she was at bowling. Mary's co-worker Steve challenged her to a bowling competition. Steve beat Mary four times in a row. Mary sat on the steps with a sad look on her face. How was she to know that Steve was a college bowling champion?	,yes
Does the event jack failed the class start after jack failed the test ?, Jack has a test in science. He has been studying all week. He still does not feel ready. Jack got to his test and failed. He begged his teacher for a retake and she said no.	,yes
"Does the event megan's mom cut her a slice of carrot cake.   ends before megan was more than happy to eat her ""vegetables"" ?"," On Megan's ninth birthday, her mom surprised her. She told Megan there would still be vegetables to eat! Megan hated vegetables and she was very unhappy. But then her mom pulled out a carrot cake and Rice Krispies! Megan was more than happy to eat her ""vegetables"" that night!	",no
Does the event simon fills out the applications. start before he send out a bunch of applications ?," Simon lost his job. He needed a new one as soon as possible. He sent out a bunch of applications. ""At first, he got no response."" Finally someone contacted him and offered him a job.	",yes
"Does the event matilda stood and looked at the seeds she planted. start before ""she scuffed at the dirt with her shoe, when the last one was in."" ?"," Matilda planted each seed of corn by hand. ""She scuffed at the dirt with her shoe, when the last one was in."" ""Alone in the field, the harvest seemed so very far off."" ""After the corn had grown and it was time to reap it, she was sad."" Turning the brown husks under and starting anew seemed so far off.	",no
Does the event sam had lots of headaches. ends after sam dies. ?," Sam loved to eat all kinds of salty bards. Since he was a youth, he consumed heavy amounts of salt. As Sam grew older, he continued pouring salt on everything. One day, Sam got very sick, and fell with a huge headache. The coroner found that it was too much salt, but it was too late.	",yes
Does the event tim reached for his wallet ends after tim get nervous ?," Tim got nervous when he couldn't find his wallet. ""He looked all around his office, to no avail."" He borrowed money from a friend for lunch. He left work early and went home to search. He was relieved to find his wallet under his bed.	",yes
Does the event he was excited. start after he thought the numbers were lottery numbers ?, Hocus Pocus found the dusty Diary. Inside were a string of numbers. He thought they were lottery numbers. He bet on them. They were milk production weights for a cow.	,yes
Does the event the peasant was hoping to get work from lord zoltan ends before zoltan decided not to give the peasant any work ?, Zoltan was a very rich man. He had all the tools to control people. One day a peasant worker was waiting for Lord Zoltan. Zoltan decided not to give the peasant any work. The peasant starved to death.	,no
Does the event rick was no longer a child. start before he watched a childhood tv show. ?, Rick was watching TV. And he noticed that there was nothing to watch but children's shows. One of the shows he remembered. And he used to watch it when he was a child. Rick enjoyed being reminded of his childhood.	,yes
Does the event i lived in an apartment start before they be much better than i was ?," I went down to the apartment's clubhouse to play pool with my pals. They were all much better than I was. I realized that I had to work hard to get to be as good as them. So I spent the next couple of weeks playing with them a bunch. ""Now, we are all equally as good as one another!""	",yes
Does the event ron tried out for the baseball team. start after the coach had him catch a few ?, Ron really wanted to join the baseball team. But he could not throw or hit a ball at all! Then the coach had him catch a few. Ron was a natural! He made the team right away!	,no
Does the event tim drank the oil ends before he drink a soda ?, Tim was working on his car. He was drinking a soda. He had also used a can to catch some oil. Tim mistook the top cans. He spat out a lot of oil.	,no
"Does the event zack held the ball start after zack, our worn out pitcher, weakly threw the ball. ?"," This extra innings baseball game made us all tired. Zack, our worn out pitcher, weakly threw the ball. The batter swung hard and crushed the ball. The ball flew way over my head at second base. In the outfield, Landon dove to the grass and made an amazing catch.	",no
Does the event becky's family played chess against other families start before they were at a chess match with other families. ?," Chess was not a game the Becks liked to play. They were a family that loved games, all but chess. One time they were at a chess match with other families. And they lost horribly in front of many people. They don't play games anymore.	",no
Does the event jake did not have much money to buy flowers. start after he arrange them himself ?, Jake wanted to get his girlfriend flowers. He saw some on the side of the road that looked nice. Jake decided to pick them and put them in a vase. He arranged them himself. His girlfriend loved the gift.	,no
Does the event dean looked up his principal's address. start before he take a carton of eggs from his fridge ?, Dean decided he was going to prank his principle. He took a carton of eggs from his fridge and headed out. He arrived at his principal's house a little after midnight. After throwing two eggs his principle came outside. He was forced to clean up the mess and serve detention for a month.	,yes
Does the event heidi went to a car dealership to buy a car ends after he bought a car ?, Heidi bought a brand new car. The new car was a convertible and very fast. Heidi started to drive her new car very fast. She started to get speeding tickets and decided to slow down. Heidi regretted buying a sports car.	,yes
Does the event cayla was scared start after she try to stand back up ?, Cayla was running in the park one day when she fell to the grass. She tried to stand back up but the world around her was spinning. She started to cry and her mom ran to her to care for her. She told her mom everything was spinning and they went to the ER. The ER Doctor diagnosed Cayla with having vertigo.	,yes
Does the event erin looked into what careers you can have doing makeup start before she begin by researching the makeup artist career path ?, Erin loved doing makeup so much she wanted to make it her career. She began by researching the makeup artist career path. Finally she made the jump and opened her own makeup shop. Now she does makeup for weddings and events. Erin is so happy that she is a professional makeup artist.	,no
Does the event kelly wanted some tea start after she made a cup of tea ?," Kelly made herself a cup of hot tea. She put in the tea bag and took a sip. It was delicious. ""However to her dismay, she spilled some."" Kelly ended up with a burn.	",no
Does the event sue talked to someone who knew what kathy had said. start before sue found out kathy was talking about her. ?, Kathy didn't like Sue. Kathy started rumours about Sue. Sue found out Kathy was talking about her. Sue and Kathy got in an argument. Sue never talked to Kathy again.	,yes
Does the event dial up internet is not as good start before tim try to use the internet ?, Tim was visiting his grandparents. They didn't have wifi or fast internet. Their connection was still using dial up. Tim tried to use the internet but it was just too slow. He decided to just use his smart phone instead.	,yes
Does the event i order food from the menu. ends before i fill my home salt and pepper shakers. ?, I work hard everyday to be independent. Sometimes I don't have anything to show how hard I work. I treat myself to fast bard when I can. I steal salt and pepper packets from restaurants. I fill my home salt and pepper shakers with stolen condiment packets.	,yes
Does the event her dad wore the tie to work once or twice a week start before beth really want to get her dad a wonderful birthday present ?," Beth really wanted to get her dad a wonderful birthday present. ""She usually got him ties, but wanted to go with something different."" ""But no matter how she tried, she couldn't think of something else."" ""She got him his normal tie, and was worried he'd be disappointed."" ""He promised he would love anything she gave him, just because of her.""	",no
Does the event carter wore pajamas start before carter sleep in his crib ?," Carter slept in his crib. ""In the morning, he climbed out of it."" His dad transitioned the bed into a toddler bed. Carter discovered that he could just get into his bed without climbing. Carter now sleeps in his toddler bed.	",yes
Does the event they pack up a moving van start before chuck offered to help move their things ?, Chuck was hanging out with some friends at a bar. They mentioned that they were moving soon. Chuck offered to help them move their things. The team worked together and got the move done quickly. They were so grateful that they invited him to stay for dinner.	,no
Does the event tom sued the dog owner for the act ends before tom be in the local park ?," Tom was in the local park one afternoon. He saw a rather disobedient dog in the distance. The dog's owner through a frisbee in Tom's direction. ""Unfortunately, the dog decided to pounce on Tom instead."" The dog's owner didn't even apologize.	",no
Does the event my pals scored better than i did start after so i spend the next couple of weeks playing with them a bunch ?," I went down to the apartment's clubhouse to play pool with my pals. They were all much better than I was. I realized that I had to work hard to get to be as good as them. So I spent the next couple of weeks playing with them a bunch. ""Now, we are all equally as good as one another!""	",no
Does the event the son knew he had summer reading start after when his son was 13 he told his dad there was no summer reading ?," ""My friend Joe has a son, 16."" When his son was 13 he told his dad there was no summer reading. Joe believed his son. I went online and found the school did have summer reading. ""Joe told his son to do the reading, plus one book.""	",yes
Does the event eric was very embarrassed. start after he do better ?," Eric went to a yoga class. He had never been. He realized then he was not very flexible. ""After the class, people were laughing at him."" He did better his second time.	",no
Does the event he thought he had a good chance of winning the lottery. ends after the numbers were milk production weights for a cow ?, Hocus Pocus found the dusty Diary. Inside were a string of numbers. He thought they were lottery numbers. He bet on them. They were milk production weights for a cow.	,yes
Does the event jake had a performance improvement plan  start before jake's boss finally fired him ?," Jake loved his job. ""However, he was always late."" His boss warned him many times about his tardiness. Jake still did not change his ways. His boss finally had to fire him.	",yes
Does the event ellie looked for growth of the lettuce ends before the potatoes grow very well ?, Ellie lived on a potato farm. One year she decided to farm lettuce too. The potatoes grew very well. The lettuce did not grow at all. Ellie decided to stick to potato farming in the future.	,no
Does the event joe drove his wagon. ends before he n't expect to be searched ?," Joe had to deliver one-hundred guns to the rebels in Carson. He filled up his wagon with them and covered them with a blanket. He didn't expect to be searched, so he didn't bother hiding them. When he saw the border guards, he almost ran for it. Somehow he kept his cool and made it across.	",no
Does the event the audience was angry. ends before everyone was given their money back. ?," Corey went to see a movie at the theatre. The movie began playing. ""Ten minutes into the movie, the film malfunctioned."" Everyone was given their money back. Corey returned to the movies the next week.	",no
Does the event laura did not want a cat ends after she find one she really liked with black and gray spots ?, Laura wanted to adopt a kitten. She found one she really liked with black and gray spots. The owner decided not to adopt the kitten out. Laura went home feeling defeated. The owner called a day later to say she had changed her mind.	,yes
Does the event thomas asked what he needed to do better start before thomas be up for an award ?," Thomas was up for an award. He thought he was a shoe in and everyone else did too. "" When the name was called for the award though, it wasn't his."" Thomas felt sad but he didn't give up. Next year Thomas worked even harder and won the award.	",no
Does the event shelby was an art major. start before she bring her art supplies with her ?," Shelby attended an after school arts class. She brought her art supplies with her. Shelby excused herself to the restroom during the class. ""When she returned, her supplies were gone."" Another student told Shelby who the thief was.	",yes
Does the event ellie planted potatoes where the lettuce had been ends before the lettuce not grow at all ?, Ellie lived on a potato farm. One year she decided to farm lettuce too. The potatoes grew very well. The lettuce did not grow at all. Ellie decided to stick to potato farming in the future.	,no
Does the event students bought raffle tickets start after she came up with an idea to raffle off her radio at school ?," Samantha really needed a haircut but didn't have much money. ""She asked her parents, but they didn't have much money either."" She came up with an idea to raffle off her radio at school. She sold 85 tickets at a quarter a piece. ""It was just enough for a haircut, and now she looks swell!""	",yes
Does the event the $50 bill fell out of a pocket in the washer start before she was doing laundry ?," Cammie lost a $50 bill somewhere. ""She was so upset, she almost cried."" ""Then, the next day, doing laundry, she found it!"" ""It was wet, wrinkled, and clean in the washer!"" Cammie was elated!	",no
Does the event cayla and her mum went to the park start after she fell to the grass ?, Cayla was running in the park one day when she fell to the grass. She tried to stand back up but the world around her was spinning. She started to cry and her mom ran to her to care for her. She told her mom everything was spinning and they went to the ER. The ER Doctor diagnosed Cayla with having vertigo.	,no
Does the event emily was in the kitchen start after she pulled out her favorite recipe book. ?, Emily wanted to cook the perfect dinner for her friends. She pulled out her favorite recipe book. She decided on poppyseed chicken. She followed the recipe. They loved it!	,no
Does the event trisha hung the closed sign up  start after trisha didn't want the diner to lose more money ?, Trisha was a manager of local diner. It was a slow night. The diner hadn't been making any money. Trisha didn't want the diner to lose any more money. Trisha closed the diner an hour early.	,yes
"Does the event matilda stood and looked at the seeds she planted. start after ""she scuffed at the dirt with her shoe, when the last one was in."" ?"," Matilda planted each seed of corn by hand. ""She scuffed at the dirt with her shoe, when the last one was in."" ""Alone in the field, the harvest seemed so very far off."" ""After the corn had grown and it was time to reap it, she was sad."" Turning the brown husks under and starting anew seemed so far off.	",yes
Does the event bianca drove back home from the store. start after he complimented her new hair ?, Bianca had dark brown hair. She wanted to make her hair a lighter color. She bought hair dye from the store. She dyed her hair a blonde color. Bianca's boyfriend complimented her new hair afterwards.	,no
Does the event i have a tree in my yard. start before my cat climbed up a tree ?, One day my cat climbed up a tree. He was stuck and could not get down. My friend came over with a ladder. I had to climb up the ladder and rescue my cat. My cat does not climb trees anymore.	,yes
Does the event amy did not enjoy her cereal start after she decided to eat her cereal without milk instead ?," The grocery store near Amy's house is always crowded in the summer. The tourists came in droves and bought out all the condiments. ""Amy just wanted to buy some milk, but she got stuck in a long line."" ""Every time she switched lines, they just got longer!"" ""Finally, Amy decided to eat her cereal without milk instead.""	",yes
Does the event the old cat climbed in a box ends after the young cat helped it. ?," John got a new cat and was worried how it would take to the old one. He tried everything but the old cat would always act mean. One day the old cat was stuck in a box and the young cat helped it. Ever since they became best friends. ""John was so happy with the result, he got another cat.""	",yes
Does the event jill needs help fixing her car ends before she calls triple a ?, Jill is driving down the road. Her car starts to make a strange noise. She pulls over and checks the hood. It's smoking everywhere. She calls triple A for help with her car.	,no
Does the event kids went to the zoo. ends before she get excited ?, Desire loved going to the zoo. She gets excited every time she sees the zebra exhibit. Desire rounded up some kids at the zoo. They all watched the special lion show. Desire went home happy and slept with her stuffed animal from the zoo.	,yes
Does the event my pitching improved over the year that i practiced. ends after i tried out again and became the pitcher ?, I wanted to be a baseball pitcher for the school's team. When I tried out for the team though the coach wouldn't let me pitch. He said I didn't throw fast enough. I worked on my pitching speed for the next year. The new year I tried out again and became the pitcher.	,no
"Does the event wallace wanted to swim in early september. start before it was early september, and he donned his swim trunks. ?"," Milwaukee resident Wallace wanted to go swimming in the lake. ""It was early September, and he donned his swim trunks."" He drove to the lake and found parking. The water was already far too cold for him to swim. Wallace went home unsatisfied.	",no
Does the event lea was excited about the party. ends before she write it on a list so they would n't forget ?," Tara's daughter Lea informed her that she needed candy. She learned that Lea's class was having a party. Tara made plans on going to the store for some. She wrote it down on a list so they wouldn't forget. ""Later that afternoon, they were able to pick some up.""	",no
Does the event the scoutmaster talked to the five initiates. ends before he prepped their feet and they started to walk across the coals. ?," The scouts gathered around the hot fire. The scoutmaster had five initiates lined up ready to walk. He prepped their feet and they started to walk across the coals. As the last initiate successfully made it across, the scouts cheered. The s'mores and marshmallows were brought out to celebrate.	",no
Does the event barry visited a furniture shop. ends after barry will sleep in a normal bed ?," Barry is very tall. His feet hung off his bed. ""One day, Barry bought a very long bed."" He slept very well that night. Barry will never sleep in a normal bed again.	",no
Does the event trisha hung the closed sign up  ends before trisha closed an hour early ?, Trisha was a manager of local diner. It was a slow night. The diner hadn't been making any money. Trisha didn't want the diner to lose any more money. Trisha closed the diner an hour early.	,yes
Does the event dan talked to his boss start after they have a fantastic time visiting norway ?," Dan wanted to visit Norway. Dan arranged to take time from work for a trip to Norway. Dan and his wife flew to Norway that Summer. They had a fantastic time visiting Norway. ""Now, Dan and his wife visit Norway every Summer, without fail.""	",no
Does the event i had drain cleaner. start before i n't see anything obvious clogging it ?," I was washing dishes and noticed my sink was clogged. I didn't see anything obvious clogging it. I looked under the counter and grabbed the bottle of drain cleaner. I poured the drain cleaner down the drain. ""Later, I washed the drain and the clog was gone.""	",yes
Does the event simon feels very stressed out. start after he lost his job ?," Simon lost his job. He needed a new one as soon as possible. He sent out a bunch of applications. ""At first, he got no response."" Finally someone contacted him and offered him a job.	",yes
Does the event sue's dog rubbed its nose again on the window of her car. start before she cleaned the window ?," Sue got in her car and frowned at how filthy the window was. Her dog's nose had made quite a mess of the glass. She wondered if he had worked hard to create that window art for her. Sue sort of felt bad as she cleaned it away. ""The next day, her dog created a new masterpiece on the window.""	",no
Does the event ellen provided contact information with her tickets. start before ellen 's nephew sell raffle tickets ?, Ellen's nephew was selling raffle tickets. Ellen decided to buy tickets. Someone from the fundraiser called Ellen. She had won a prize of five hundred dollars! Ellen drove to town to pick up her cash prize.	,no
Does the event amy stopped doing chores start after holly do a lot of chores to earn money ?, Holly always wanted a turtle. She asked her parents for a turtle one day. Her parents said she needed to work for it. Holly did a lot of chores to earn money. She bought a turtle the next day.	,yes
Does the event i considered what i could do to avoid the annoyance of accompanying my dog outside. start after he could play outside without eating grass ?," My dog loved to eat grass. Therefore, I could never take him outside on his own. I was getting tired of supervising him while he was outside. I decided to buy him a muzzle. Now, he could play outside without eating grass.	",no
Does the event the kids have a carrot ends before the farm have a lot of animals ?, The farm had a lot of animals. The kids' favorite was the donkey. His name was Old Red. They fed him a carrot and petted his nose. Old Red was a fun animal to play with.	,no
Does the event desire got into bed start after desire went home ?, Desire loved going to the zoo. She gets excited every time she sees the zebra exhibit. Desire rounded up some kids at the zoo. They all watched the special lion show. Desire went home happy and slept with her stuffed animal from the zoo.	,yes
Does the event sara felt very hurt that her friend's parents sent her home ends before her friend's parents were mad and sent her home ?," Sara was at her friend's house. They were jumping around and playing make believe. ""Suddenly, she fell on to the table."" The leg snapped and the whole thing broke. Her friend's parents were so mad and sent her home.	",no
Does the event the mom cooked dinner all day ends before dusk when dinner was ready ?," Lagertha didn't like being told what to do. Her mother told her to clean her room. ""Lagertha refused, and went outside to play with her friends."" ""When she returned at dusk, there was candy and roast lamb to eat."" ""Her mother forbid her to have any though, and sent her to her room.""	",yes
Does the event andrea and amanda walked onto the boat. start after the boat rocked a lot. ?," Andrea invited Amanda onto her boat. Amanda was excited since she had never taken a boat ride. ""The ocean waves were big that day, and the boat rocked a lot."" Amanda quickly became sick and wanted to go back. Andrea apologized to Amanda since she felt bad for her.	",no
Does the event jim put on his clothes. ends before everyone avoid jim ?," Jim needed to take a shower. But his shower drain was clogged. He had no time to fix it. And he rushed to school. That day, everyone avoided Jim.	",yes
"Does the event matilda gathered her corn seeds. ends after ""alone in the field, the harvest seemed so very far off."" ?"," Matilda planted each seed of corn by hand. ""She scuffed at the dirt with her shoe, when the last one was in."" ""Alone in the field, the harvest seemed so very far off."" ""After the corn had grown and it was time to reap it, she was sad."" Turning the brown husks under and starting anew seemed so far off.	",yes
Does the event hermione felt a little proud. ends after the old friends shared a quiet cup of tea ?, Ron and Hermione reunited for the first time in a decade. Ron complimented Harmony on how fit she'd stayed. Harmony noted how dapper Ron looked. The old friends shared a quiet cup of tea. They sipped their drinks and watched the storm rage outside the cafe.	,no
Does the event emily attends high school start before turn they both bought the same exact dress ?, It was time for the Senior Prom. Emily was so excited! She went shopping for her dress finding the perfect one. Emily called her best friend Susie. It turned out they both bought the same exact dress!	,yes
Does the event tim went into his bedroom ends after he go home to search ?," Tim got nervous when he couldn't find his wallet. ""He looked all around his office, to no avail."" He borrowed money from a friend for lunch. He left work early and went home to search. He was relieved to find his wallet under his bed.	",no
Does the event the narrator's boyfriend wanted to surprise the narrator for valentine's day. start before my boyfriend call me ?, Last Valentine's day my boyfriend was out of town. I was sad that I couldn't celebrate it. That night my boyfriend called me. He told me to look outside. I was surprised and happy to see his car in the driveway.	,yes
Does the event jill knows how to drive ends after jill drive down the road ?, Jill is driving down the road. Her car starts to make a strange noise. She pulls over and checks the hood. It's smoking everywhere. She calls triple A for help with her car.	,yes
Does the event people were screaming ends after i slowly look for a seat ?," The train started to move after eight in the morning. I slowly looked for a seat and settled down. ""A moment later, a small child stood up and took out an axe."" Everyone was scared and tried to run away. ""Luckily, a muscular man was able to stop him and take away the axe.""	",yes
Does the event dean rode a bike to his principal's house. start after he headed out ?, Dean decided he was going to prank his principle. He took a carton of eggs from his fridge and headed out. He arrived at his principal's house a little after midnight. After throwing two eggs his principle came outside. He was forced to clean up the mess and serve detention for a month.	,yes
Does the event jill needs help fixing her car start before she calls triple a for help with her car ?, Jill is driving down the road. Her car starts to make a strange noise. She pulls over and checks the hood. It's smoking everywhere. She calls triple A for help with her car.	,yes
Does the event daisy didn't do the dishes start before she begin placing the ingredients onto the kitchen counter ?," Daisy decided that she wanted to make some cookies. She began placing the ingredients onto the kitchen counter. Daisy began mixing milk and sugar into a bowl. She opened up the egg carton and realized she didn't have enough eggs. ""Annoyed, she put everything away and left the kitchen.""	",no
Does the event alex's girlfriend put the chips in her mouth. ends before alex purchased a bag of chips for his girlfriend at the store. ?," Alex purchased a bag of chips for his girlfriend at the store. ""When she received it, she opened it and started to eat."" The pieces were stale. She checked for any holes in the bag. ""Surprisingly, she didn't see any holes.""	",no
Does the event he put off buying new socks for as long as possible. ends after he be a very frugal man ?, Tom needed a new pair of socks. He was a very frugal man. He decided to order socks online. He found a great deal for a large quantity of socks. He bought one hundred pairs of socks in one day.	,yes
Does the event hannah was on the road start before  it suddenly started raining. ?, Hannah decided to go for a walk. She was far away from home when it suddenly started raining. Hannah ran home as fast as she could. When she arrived home she was soaked and freezing. Hannah decided she would always check the weather from now on.	,yes
Does the event barry was satisfied with the new bed.  start before his feet hang off his bed ?," Barry is very tall. His feet hung off his bed. ""One day, Barry bought a very long bed."" He slept very well that night. Barry will never sleep in a normal bed again.	",no
Does the event i return home from the restaurant. start after i steal salt and pepper packets from the restaurant. ?, I work hard everyday to be independent. Sometimes I don't have anything to show how hard I work. I treat myself to fast bard when I can. I steal salt and pepper packets from restaurants. I fill my home salt and pepper shakers with stolen condiment packets.	,yes
Does the event the party is taking place at one of the girls' house ends before the girls get the ingredients together to make the pies ?," Lucy and her friends loved getting her friends together for a party. Tonight they decided to have a pizza party. The girls got the ingredients together to make the pies. ""When they were done, they put them in the oven."" ""After a half hour, the pizzas were golden brown.""	",yes
Does the event she rushed home to put stain remover on it and put it in the wash. start after she spilled dye on it ?, Kelly absolutely loved her new pink dress. She wore it everywhere she could. Unfortunately yesterday she spilled dye on it. Thankfully she was able to get it out. Kelly vowed to never ruin it again.	,yes
Does the event ed wanted to climb to the top of the apple tree. start after ed had tried to get to the top of the apple tree for weeks ?," Ed had tried to get to the top of the apple tree for weeks. He could only get so far, then he couldn't reach any higher. He finally started to think about a different approach. The next day, he tried climbing from the opposite side. He made it to the top at last!	",no
Does the event a neighbor shouted at michael to get down start after they started playing ball ?," Michael was playing ball with his friends. His friend tossed the ball to him. Instead, it landed up on the roof. Michael decided to climb up to get it. Luckily, he was able to find it.	",yes
Does the event my friend lost their balance. start after a shark came and dragged the fishing pole ?," I was on a boat with a friend. We were going on a fishing spree. He threw his weight in the water. ""After several minutes, a small shark came and dragged the fishing pole."" I held on to my friend so he wouldn't fall in the water.	",yes
Does the event jill knows how to drive start after her car start to make a strange noise ?, Jill is driving down the road. Her car starts to make a strange noise. She pulls over and checks the hood. It's smoking everywhere. She calls triple A for help with her car.	,no
Does the event neil had friends waiting for him in hong kong start before and the hundreds of tall factories catch his eye ?, Neil took a ferry to Hong Kong. The bay was beautiful in the moonlight. And the hundreds of tall factories caught his eye! Hong Kong was by far his favorite Chinese province. He couldn't wait to return!	,yes
Does the event jake had a performance improvement plan  ends after his boss warn him about his tardiness ?," Jake loved his job. ""However, he was always late."" His boss warned him many times about his tardiness. Jake still did not change his ways. His boss finally had to fire him.	",yes
Does the event i put my car in drive ends after my car spun ?," I got into my car after work. A coworker challenged me to a race. We were still in the parking lot. ""I gassed it very hard, trying to win."" My car spun and started doing donuts.	",no
Does the event jennifer owns a grill start after she preheat her grill ?, Jennifer decided to grill some corn one day. She went outside and preheated her grill. She peeled back the corn husks and removed silk. She then wrapped each ear of corn in aluminum foil. She placed them on the grill.	,no
Does the event evan's mom wanted to help evan go to the sleepover ends before his mom buy him a pack of absorbent underwear to wear ?, Evan was nine but sometimes still wet the bed. He was invited to a sleepover but afraid to attend. He did not want anyone to discover his secret! Then his mom bought him a pack of absorbent underwear to wear. Evan felt much more secure with the backup underwear on!	,no
Does the event ron tried out for the baseball team. ends before he made the team ?, Ron really wanted to join the baseball team. But he could not throw or hit a ball at all! Then the coach had him catch a few. Ron was a natural! He made the team right away!	,yes
Does the event jen went shopping. start after jen walked out of the mall only to find her car was gone. ?, Jen walked out of the mall only to find her car was gone. She looked around frantically. Finally she called mall security. As they started questioning her she realized her car wasn't missing. She had gone out of the wrong door of the mall.	,no
Does the event andrea and amanda walked onto the boat. start after amanda was excited ?," Andrea invited Amanda onto her boat. Amanda was excited since she had never taken a boat ride. ""The ocean waves were big that day, and the boat rocked a lot."" Amanda quickly became sick and wanted to go back. Andrea apologized to Amanda since she felt bad for her.	",yes
Does the event griffin goes to school start after he go to the library to find a book ?," Griffin needed to write a book report for school. He went to the library to find a book. He found an interesting book about Abraham Lincoln. ""Griffin started to read the book, but fell asleep."" ""When he woke, Griffin decided to pick a different topic.""	",no
Does the event lucy and her friends are about the same age start before they decide to have a pizza party ?," Lucy and her friends loved getting her friends together for a party. Tonight they decided to have a pizza party. The girls got the ingredients together to make the pies. ""When they were done, they put them in the oven."" ""After a half hour, the pizzas were golden brown.""	",yes
Does the event sharon was in a deep sleep ends before she be afraid ?, Sharon slept right through her alarm clock! She was dreaming of the ocean and how the waves sounded. She didn't even hear her family leave for church. When she woke up and everyone was gone she was afraid. She couldn't believe they had gone without her!	,yes
Does the event todd's situation is not optimistic. ends after his family is planning for the worst. ?, Todd has been in the hospital for many days. The doctors say there is sign of recovery. His family is planning for the worst. Later in the week Todd's doctor said he was pulling the plug. Todd was pronounced at at 6 pm today.	,yes
Does the event tom played the music list start before he keep turning them down ?, Tom was dj at a friend's wedding. He had a music list they wanted him to play. Tom kept having guests ask for specific songs. He kept turning them down. Eventually Tom put a sign up telling them to stop.	,yes
Does the event bob was proud of his son start before he want to get steak for an upcoming barbeque ?, Bob love to eat steak. He wants to get steak for an upcoming barbeque. He went to the store but he couldn't find any steak. He continued searching but he still didn't find any steak. His son brought enough steak for everyone for the barbeque.	,no
Does the event jen went shopping. start before she call mall security ?, Jen walked out of the mall only to find her car was gone. She looked around frantically. Finally she called mall security. As they started questioning her she realized her car wasn't missing. She had gone out of the wrong door of the mall.	,yes
Does the event mary walked over to the ice cream truck. ends after unfortunately mary accidentally drop her cone ?, Mary loves to buy ice cream from the Ice Cream Truck. One day Mary bought a snow cone from the truck. She was enjoying her snow cone. Unfortunately Mary accidentally dropped her cone. The driver of the Ice cream Truck was nice and gave Mary another one.	,no
Does the event the speaker enjoys collecting pint glasses start after i like going to a brewery a few blocks from my house ?, I like going to a brewery a few blocks from my house. It has a very convenient location for me. It offers free pint glasses on each patron's first tour. I have a cabinet full of those pint glasses. I simply buy the tour any time I see a new employee.	,no
Does the event i went to the bookstore ends after i register for an english class ?," I registered for an English class in college. ""When I went to buy books, the book for this class was an encyclopedia."" I paged through it and the encyclopedia was poorly-written. I got a very bad feeling and dropped the class. I later learned this this course was a disaster.	",yes
Does the event jerome tasted the chili start before he spent a full day perfecting the chili ?, Jerome entered himself into a chili cook off. He decided to make his grandpa's old family recipe. He went to the store and bought the ingredients. Jerome spent a full day perfecting the chili. He got up early the next morning and drove to the cook off.	,no
Does the event the speaker ate breakfast ends before i have a pleasant dream i thought was real life ?, This morning I woke up really happy. I had a pleasant dream I thought was real life. I enjoyed my entire morning. It wasn't until I went to my car that I noticed. I wasn't about to drive a spaceship.	,no
Does the event a neighbor shouted at michael to get down ends after climbed up the roof to get it. ?," Michael was playing ball with his friends. His friend tossed the ball to him. Instead, it landed up on the roof. Michael decided to climb up to get it. Luckily, he was able to find it.	",yes
Does the event ellie planted potatoes where the lettuce had been ends after the lettuce not grow at all ?, Ellie lived on a potato farm. One year she decided to farm lettuce too. The potatoes grew very well. The lettuce did not grow at all. Ellie decided to stick to potato farming in the future.	,yes
Does the event tommy laughed at me start after i ripped the page ?," Tommy promised me that he was going to draw a good sketch of me. He took several minutes to write everything out. ""When he was done with the outline, he showed it to me."" It ended up being my face on top of a banana. I ripped the page and threw it away.	",yes
